ID,Bezeichnung_DE,Synonyme_DE,Hauptgruppe_Original,Schwerpunkt,Hauptgruppe_Final,Hauptgruppe_Begründung,Parent_subClassOf_ID,Parent_partOf_ID,Begründung_optional
11775,Halter für Getriebe,Getriebehalter,2 Motorraum,,2 Motorraum,,,,
11776,Komfortsteuergerät,,2 Motorraum,,2 Motorraum,,,,
11777,Sitzkonsole,,4 Innenraum,,4 Innenraum,,,,
11778,Schalter Einparkhilfe,,4 Innenraum,,4 Innenraum,,,,
11779,Drehknopf für Navigationsgerät,,4 Innenraum,,4 Innenraum,,,,
11780,Motor Schiebetür,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20008,10352,"Parent part auch 10556,10557"
11781,Gastank LPG,Kraftstoffbehälter LPG; LPG-Tank,1 Unterboden,,1 Unterboden,,,,
11782,Verdampfer LPG,,2 Motorraum,,2 Motorraum,,,,
11783,Reserveradhalter,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20012,,
11784,Entlüftung für Ansaugbrücke,,2 Motorraum,,2 Motorraum,,,,
11785,Steuergerät LPG,,2 Motorraum,,2 Motorraum,,,,
11786,Bedienelement für Verdeck,Bedienknopf für Verdeck; Bedienelement für Cabriodach; Bedienknopf für Cabriodach,4 Innenraum,,4 Innenraum,,20008,,
11787,LPG-Kupplungsblock,,2 Motorraum,,2 Motorraum,,,,
11788,Hybridgetriebe,,2 Motorraum,,2 Motorraum,,,,
11789,Hybridbatterie,Hochvoltspeicher,2 Motorraum,,2 Motorraum,,,,
11790,Antennenverstärker,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,,,
11791,Spritzdüse für Scheinwerferreinigungsanlage,Hubdüse,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20003,,
11792,Sitzheizung,Heizmatte,4 Innenraum,,4 Innenraum,,,,
11793,Vorderachshälfte,,1 Unterboden,,1 Unterboden,,30000,,
11794,Aktor Fussgängerschutz,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20002,,
11795,Ansaugstutzen Lichtmaschine,,2 Motorraum,,2 Motorraum,,,,
11796,Antriebsscheibe,,2 Motorraum,,2 Motorraum,,,,
11797,Betriebsstundenzähler,,4 Innenraum,,4 Innenraum,,,,
11798,Bewegungsmelder,,4 Innenraum,,4 Innenraum,,,,
11799,Brillenfach,,4 Innenraum,,4 Innenraum,,,,
11800,Comprexlader,,2 Motorraum,,2 Motorraum,,,,
11801,Diebstahlwarnanlage komplett,,4 Innenraum,,4 Innenraum,,,,
11802,Druckregler Zyl 1-6,,2 Motorraum,,2 Motorraum,,,,
11803,Druckregler Zyl 7-12,,2 Motorraum,,2 Motorraum,,,,
11804,Ecometer,,4 Innenraum,,4 Innenraum,,,,
11805,Elektro-Seilwinde,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20011,,
11806,Fernbedienung Standheizung,,4 Innenraum,,4 Innenraum,,,,
11807,Flüssiggasanlage,,1 Unterboden,,1 Unterboden,,,,
11808,Gasverdampfer,,2 Motorraum,,2 Motorraum,,,,
11809,Heckleiter,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20011,,
11810,Hydraulikmodul Getriebe,,2 Motorraum,,2 Motorraum,,,,
11811,Hydro-Seilwinde komplett,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20011,,
11812,Kindersitz,,4 Innenraum,,4 Innenraum,,,,
11813,Konsole Seilwinde,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20011,,
11814,Kraftstoffvorwärmung,,2 Motorraum,,2 Motorraum,,,,
11815,Leitergrundplatte,,4 Innenraum,,4 Innenraum,,,,
11816,Leiterplatte Zusatzinstrumente,,4 Innenraum,,4 Innenraum,,,,
11817,Lufthutze Deckel,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20001,,
11818,Notstrommodul,,2 Motorraum,,2 Motorraum,,,,
11819,Pumpe Differentialsperre,,2 Motorraum,,2 Motorraum,,,,
11820,Pumpe Zentralschmierung,,2 Motorraum,,2 Motorraum,,,,
11821,Schalter für Not-Aus,,4 Innenraum,,4 Innenraum,,,,
11822,Schalter für SOS Taster Notruf,,4 Innenraum,,4 Innenraum,,,,
11823,Schließzylinder Alarmanlage,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,,,
11824,Sicherheitsbatterieklemme (SBK),,2 Motorraum,,2 Motorraum,,,,
11825,Sitzdrehgestell,,4 Innenraum,,4 Innenraum,,,,
11826,Spannungswandler,,2 Motorraum,,2 Motorraum,,,,
11827,Steckachse,,1 Unterboden,,1 Unterboden,,,,
11828,Steuermodul Seilwinde,,2 Motorraum,,2 Motorraum,,,,
11829,Steuerventil 4-Matic,,2 Motorraum,,2 Motorraum,,,,
11830,Steuerventil EGR,,2 Motorraum,,2 Motorraum,,,,
11831,Steuerzylinder Allrad,,2 Motorraum,,2 Motorraum,,,,
11832,Steuerzylinder Vorderachse,,2 Motorraum,,2 Motorraum,,,,
11833,Streckbremsventil,,2 Motorraum,,2 Motorraum,,20031,,
11834,Türschlüssel,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20009,10355,
11835,Ultraschallwandler,,2 Motorraum,,2 Motorraum,,,,
11836,Vorglühwiderstand,,2 Motorraum,,2 Motorraum,,,,
11837,Vorglühzeitschalter,,2 Motorraum,,2 Motorraum,,,,
11838,Zentralschalter,,4 Innenraum,,4 Innenraum,,,,
11839,Zusatzgebläse Getriebekühler,,2 Motorraum,,2 Motorraum,,,,
11840,Zündgerät Scheinwerfer,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20003,,
11841,Öltemperaturregler Getriebe,,2 Motorraum,,2 Motorraum,,,,
11842,Hubzylinder für Scheinwerferreinigungsanlage,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20003,,
11843,Einspritzleiste,,2 Motorraum,,2 Motorraum,,,,
11844,Satz Airbags,,4 Innenraum,,4 Innenraum,,20020,,
11845,Sitze komplett,,4 Innenraum,,4 Innenraum,,,,
11846,Start-Stop-System,,2 Motorraum,,2 Motorraum,,,,
11847,Rückleuchte in Stoßstange,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20013,10570,"Parent Part no is auch 10571-10580, 10611"
11848,Trennwand,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20006,,
11849,Schleifring Airbag,,4 Innenraum,,4 Innenraum,,20020,,
11850,Ölfiltergehäuse,,2 Motorraum,,2 Motorraum,,,,
11851,Blinkerhebel,,4 Innenraum,,4 Innenraum,,,,
11852,Steuergerät Bordnetz,,2 Motorraum,,2 Motorraum,,,,
11853,Steuergerät EWS,,2 Motorraum,,2 Motorraum,,,,
11854,Kabel,,2 Motorraum,,2 Motorraum,,,,
11855,Steuergerät Lüfter,,2 Motorraum,,2 Motorraum,,,,
11856,Tempomathebel,,4 Innenraum,,4 Innenraum,,,,
11857,Verkleidung Innenraum,,4 Innenraum,,4 Innenraum,,,,
11858,Wischerhebel,,4 Innenraum,,4 Innenraum,,,,
11859,Dekorset,,4 Innenraum,,4 Innenraum,,,,
11860,Media-Buchse,,4 Innenraum,,4 Innenraum,,,,
11861,TV-Empfänger,,4 Innenraum,,4 Innenraum,,,,
11862,Gurtgeber,,4 Innenraum,,4 Innenraum,,20021,,
11863,Frontkamera,,4 Innenraum,,4 Innenraum,,,,
11864,230V-Anschluss,,4 Innenraum,,4 Innenraum,,,,
11865,Antrieb Kofferraumabdeckung,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20011,,
11866,Hochspannungsverteiler,,2 Motorraum,,2 Motorraum,,,,
11867,Wechselrichter,,2 Motorraum,,2 Motorraum,,,,
11868,Batterieheizung,,2 Motorraum,,2 Motorraum,,,,
11869,Spannungswandler für Batterie,,2 Motorraum,,2 Motorraum,,,,
11870,HV-Kabel,,2 Motorraum,,2 Motorraum,,20023,,
11871,Ladegerät Batterie,,2 Motorraum,,2 Motorraum,,,,
11872,Pannenset,,5 Sonstige,,5 Sonstige,,,,
11873,Rear Seat Entertainment (RSE),,4 Innenraum,,4 Innenraum,,,,
11874,Bordbuch,,5 Sonstige,,5 Sonstige,,,,
11875,Verbandtasche Ersthilfe,,5 Sonstige,,5 Sonstige,,,,
11876,Öleinfüllstutzen,,2 Motorraum,,2 Motorraum,,,,
11877,Elektrisches Heckklappenset,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20013,10347,"Parent Prt auch 10554,10555"
11878,Radarsensor,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,,,
11879,Wireless-Ladestation,,4 Innenraum,,4 Innenraum,,,,
11880,Panoramadach,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20005,,
11881,HV-Ladekabel,,2 Motorraum,,3 Karosserie,Befindet sich gewöhlch im Kofferaum,20023,,
11882,Einstiegleistenset,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20005,,
11883,Einstiegleiste,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,,,
11884,Stellmotor Bremssattel,,2 Motorraum,,2 Motorraum,,20031,,
11885,Ventilblock Luftfahrwerk,,2 Motorraum,,2 Motorraum,,,,
11886,Pluskabel,,2 Motorraum,,2 Motorraum,,,,
11887,Förderpumpe AdBlue,,2 Motorraum,,2 Motorraum,,,,
11888,Tank AdBlue,,1 Unterboden,,1 Unterboden,,,,
11889,NOx Sensor,,2 Motorraum,,2 Motorraum,,,,
11890,Abgastemperaturfühler,,2 Motorraum,,2 Motorraum,,,,
11891,Aktuator Motorhaube,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20002,,
11892,Feuerlöscher Motorraum,,2 Motorraum,,2 Motorraum,,,,
11893,Headup-Display,,4 Innenraum,,4 Innenraum,,,,
11894,Airbag Sitz,,4 Innenraum,,4 Innenraum,,20020,,
11895,Tür-Zuzieh-Hilfe,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20009,10355,
11896,Sonnenschutzrollo,,4 Innenraum,,4 Innenraum,,,,
11897,Heckklappenscharnier,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20014,,
11898,Kühlerpaket ohne Schlossträger,,2 Motorraum,,2 Motorraum,,20002,11899,
11899,Kühlerpaket mit Schlossträger,,2 Motorraum,,2 Motorraum,,20002,,
11900,Steuergerät Niveauregulierung,,2 Motorraum,,2 Motorraum,,,,
11901,Blinker Dach,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20008,,
11902,Leitung,,2 Motorraum,,2 Motorraum,,,,
11903,Steuergerät Heckklappe,,2 Motorraum,,4 Innenraum,Meist am Dach inne verbaut,,11877,
11904,Steuergerät Gateway,,2 Motorraum,,2 Motorraum,,,,
11905,Steuergerät Bordnetz (BCM/BDC),,2 Motorraum,,2 Motorraum,,,,
11906,Steuergerät Area View (360),,2 Motorraum,,2 Motorraum,,,,
11907,Steuergerät Dämpferregelung (DCC),,2 Motorraum,,2 Motorraum,,,,
11908,Steuergerät Scheinwerfer,,2 Motorraum,,2 Motorraum,,20003,,
11909,Steuergerät Online Dienste,,2 Motorraum,,2 Motorraum,,,,
11910,Steuergerät Hinterachse,,2 Motorraum,,2 Motorraum,,,,
11911,Steuergerät Notfall GSM,,2 Motorraum,,2 Motorraum,,,,
11912,Steuergerät Bluetooth,,2 Motorraum,,2 Motorraum,,,,
11913,Steuergerät LTE,,2 Motorraum,,2 Motorraum,,,,
11914,Steuergerät Klima,,2 Motorraum,,2 Motorraum,,,,
11915,Steuergerät iCam2,,2 Motorraum,,2 Motorraum,,,,
11916,Steuergerät Bildverarbeitung,,2 Motorraum,,2 Motorraum,,,,
11917,Steuergerät Heckspoiler,,2 Motorraum,,2 Motorraum,,,,
11918,Steuergerät 48v,,2 Motorraum,,2 Motorraum,,,,
11919,Steuergerät Kessy,,2 Motorraum,,2 Motorraum,,,,
11920,Reifendichtmittel,,5 Sonstige,,5 Sonstige,,,,
11921,Kühlschrank,,4 Innenraum,,4 Innenraum,,,,
11922,Heizgerät,,2 Motorraum,,2 Motorraum,,,,
11923,Warnweste,,5 Sonstige,,5 Sonstige,,,,
11924,Schalter für Fahrwerk,,4 Innenraum,,4 Innenraum,,,,
11925,Schalter für Heckklappe,,4 Innenraum,,4 Innenraum,,,,
11926,Schalter für Area View (360),,4 Innenraum,,4 Innenraum,,,,
11927,Schalter für Radiolautstärke,,4 Innenraum,,4 Innenraum,,,,
11928,Schalter für Memory Sitze,,4 Innenraum,,4 Innenraum,,,,
11929,Schalter für Anhängerkupplung,,4 Innenraum,,5 Sonstige,Klassisches Zubehörteil,,,
11930,Schalter für Fahrerassistenz,,4 Innenraum,,4 Innenraum,,,,
11931,Schalter für Lane Assist,,4 Innenraum,,4 Innenraum,,,,
11932,Schalter für Fahrmodus,,4 Innenraum,,4 Innenraum,,,,
11933,Schalter für Cabrio Dach,,4 Innenraum,,4 Innenraum,,,,
11934,Ventilblock,,2 Motorraum,,2 Motorraum,,,,
11935,HV-Heizung,,2 Motorraum,,2 Motorraum,,20023,,
11936,HV-Ladeanschluss,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20023,,
11937,Stromverteiler,,2 Motorraum,,2 Motorraum,,,,
11938,Radarsensor SWA Stoßstange,,1 Unterboden,,3 Karosserie,Sitz hinter dem Stoßfänger,20003,,
11939,Steuergerät SWA Spurwechselassistent,,2 Motorraum,,2 Motorraum,,,,
11940,Steuergerät Feststellbremse,,2 Motorraum,,2 Motorraum,,20031,,
11941,Steuergerät Smart Opener,,2 Motorraum,,2 Motorraum,,,,
11942,Steuergerät Funkfernbedienung,,2 Motorraum,,2 Motorraum,,,,
11943,Steuergerät Verteilergetriebe,,2 Motorraum,,2 Motorraum,,,,
11944,Hardtop Ladefläche,Dach Cabrio,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20005,,
11945,Doppelrohrbügel,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,,,
11946,Zusatzinstrument,,4 Innenraum,,4 Innenraum,,,,
11947,Schwellerrohre,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20005,,
11948,Bedienteil Standheizung,,4 Innenraum,,4 Innenraum,,,,
11949,Bedufter,,4 Innenraum,,4 Innenraum,,,,
11950,Schalter Start-Stop,,4 Innenraum,,4 Innenraum,,,,
11951,Schalter Laderaumbeleuchtung,,4 Innenraum,,4 Innenraum,,,,
11952,Schalter Differenzialsperre,,4 Innenraum,,4 Innenraum,,,,
11953,Schalter Allrad 4X4,,4 Innenraum,,4 Innenraum,,,,
11954,Schalter UP,,4 Innenraum,,4 Innenraum,,,,
11955,Schalter DOWN,,4 Innenraum,,4 Innenraum,,,,
11956,Schalter Off Road,,4 Innenraum,,4 Innenraum,,,,
11957,3. Sitzreihe,,4 Innenraum,,4 Innenraum,,,,
11958,Teilepaket Karosserie,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,,,
11959,Teilepaket Achsen,,1 Unterboden,,1 Unterboden,,30000,,
11960,Teilepaket Antrieb,,2 Motorraum,,2 Motorraum,,,,
11961,Teilepaket Elektronik,,2 Motorraum,,2 Motorraum,,,,
11962,Teilepaket Innenausstattung,,4 Innenraum,,4 Innenraum,,,,
11963,Teilepaket Sonstiges,,5 Sonstige,,5 Sonstige,,,,
11964,Bremsscheiben Set,,1 Unterboden,,1 Unterboden,,20031,,
11965,Kamera,,4 Innenraum,,4 Innenraum,,,,
11966,48V-Batterie,,2 Motorraum,,2 Motorraum,,,,
11967,Hochvolt-Batterie,,2 Motorraum,,1 Unterboden,Befindet sich am Unterboden,20023,,
11968,Starterbatterie (Li),,2 Motorraum,,2 Motorraum,,,,
11969,HV-Modul,,2 Motorraum,,1 Unterboden,Befindet sich am Unterboden,20023,,
11970,Steuergerät Garagentoröffnung,,2 Motorraum,,2 Motorraum,,,,
11971,Steuergerät Komfortsystem,,2 Motorraum,,2 Motorraum,,,,
11972,Steuergerät Gurtmikrofon,,2 Motorraum,,2 Motorraum,,20021,,
11973,Steuergerät ESP Yaw Rate,,2 Motorraum,,2 Motorraum,,,,
11974,Steuergerät Bordnetz 2 (BCM/BDC),,2 Motorraum,,2 Motorraum,,,,
11975,Steuergerät mit Software Rückfahrkamerasystem,,2 Motorraum,,2 Motorraum,,,,
11976,Steuergerät Kraftstoffpumpe,,2 Motorraum,,2 Motorraum,,,,
11977,Steuergerät VDC,,2 Motorraum,,2 Motorraum,,,,
11978,Steuergerät ICM-QL,,2 Motorraum,,2 Motorraum,,,,
11979,Steuergerät FEM,,2 Motorraum,,2 Motorraum,,,,
11980,Steuergerät REM,,2 Motorraum,,2 Motorraum,,,,
11981,Steuergerät Lenkradelektronik,,2 Motorraum,,2 Motorraum,,30000,,
11982,Steuergerät KaFAS,,2 Motorraum,,2 Motorraum,,,,
11983,Steuergerät Telematic Communication Box,,2 Motorraum,,2 Motorraum,,,,
11984,Steuergerät Grundsteuergerät DME,,2 Motorraum,,2 Motorraum,,,,
11985,Steuergerät Grundsteuergerät DDE,,2 Motorraum,,2 Motorraum,,,,
11986,Steuergerät BDC Body Domain Controller,,2 Motorraum,,2 Motorraum,,,,
11987,Steuergerät Ultraschallsensor,,2 Motorraum,,2 Motorraum,,,,
11988,Steuergerät SAS,,2 Motorraum,,2 Motorraum,,,,
11989,Steuergerät VDP,,2 Motorraum,,2 Motorraum,,,,
11990,Steuergerät SCR,,2 Motorraum,,2 Motorraum,,,,
11991,Steuergerät Hinterachsgetriebe,,2 Motorraum,,2 Motorraum,,,,
11992,Steuergerät Surround View Camera,,2 Motorraum,,2 Motorraum,,,,
11993,Steuergerät Power Control Unit PCU,,2 Motorraum,,2 Motorraum,,,,
11994,Steuergerät Heckklappenfunktionsmodul,,2 Motorraum,,4 Innenraum,Meist am Dach inne verbaut,,11877,
11995,Steuergerät Security,,2 Motorraum,,2 Motorraum,,,,
11996,Steuergerät Batterielademodul BCU 150,,2 Motorraum,,2 Motorraum,,,,
11997,Steuergerät Parkassistent,,2 Motorraum,,2 Motorraum,,,,
11998,Steuergerät Night Vision Kamera,,2 Motorraum,,2 Motorraum,,,,
11999,Steuergerät Parktronic-System,,2 Motorraum,,2 Motorraum,,,,
12000,Steuergerät Ambientebeleuchtung,,2 Motorraum,,2 Motorraum,,,,
12001,Steuergerät Ladekommunikation,,2 Motorraum,,2 Motorraum,,,,
12002,Steuergerät Kombiinstrument,,2 Motorraum,,2 Motorraum,,,,
12003,Steuergerät Antriebsstrang,,2 Motorraum,,2 Motorraum,,,,
12004,Steuergerät Elektronischer Zündstartschalter,,2 Motorraum,,2 Motorraum,,,,
12005,Steuergerät Fahrdynamik,,2 Motorraum,,2 Motorraum,,,,
12006,Steuergerät Dämpferverstellung,,2 Motorraum,,2 Motorraum,,,,
12007,Steuergerät Tuner Digital,,2 Motorraum,,2 Motorraum,,,,
12008,Steuergerät Signalerfassungs- und Ansteuerungsmodul (SAM),,2 Motorraum,,2 Motorraum,,,,
12009,Steuergerät Central Powertrain Controller N127,,2 Motorraum,,2 Motorraum,,,,
12010,Steuergerät Navigation A2/30,,2 Motorraum,,2 Motorraum,,,,
12011,Steuergerät Leuchtweitenregulierung,,2 Motorraum,,2 Motorraum,,,,
12012,Steuergerät Parktronic-System N62,,2 Motorraum,,2 Motorraum,,,,
12013,Steuergerät Media Interface,,2 Motorraum,,2 Motorraum,,,,
12014,Steuergerät Telematik,,2 Motorraum,,2 Motorraum,,,,
12015,Steuergerät Fahrwerk,,2 Motorraum,,2 Motorraum,,,,
12016,Steuergerät Kommunikation,,2 Motorraum,,2 Motorraum,,,,
12017,Steuergerät Notrufsystem,,2 Motorraum,,2 Motorraum,,,,
12018,Steuergerät Satelliten Radio / DAB,,2 Motorraum,,2 Motorraum,,,,
12019,Steuergerät Elektronische Feststellbremse,,2 Motorraum,,2 Motorraum,,20031,,
12020,Steuergerät Radarsensoren,,2 Motorraum,,2 Motorraum,,,,
12021,Steuergerät Soundgenerator,,2 Motorraum,,2 Motorraum,,,,
12022,Steuergerät aktive Motorlager,,2 Motorraum,,2 Motorraum,,,,
12023,Steuergerät Schmutzfreihaltung Kamera,,2 Motorraum,,2 Motorraum,,,,
12024,Steuergerät 360 Grad Kamera,,2 Motorraum,,2 Motorraum,,,,
12025,Steuergerät Spannungswandler 230v,,2 Motorraum,,2 Motorraum,,,,
12026,Steuergerät Soundverstärker,,2 Motorraum,,2 Motorraum,,,,
12027,Steuergerät Abgasreinigung,,2 Motorraum,,2 Motorraum,,,,
12028,Steuergerät Heckdeckelfernschließung,,2 Motorraum,,2 Motorraum,,,,
12029,Steuergerät PDK,,2 Motorraum,,2 Motorraum,,,,
12030,Steuergerät Allradantrieb,,2 Motorraum,,2 Motorraum,,,,
12031,Steuergerät Vorderwagen,,2 Motorraum,,2 Motorraum,,,,
12032,Steuergerät Hinterwagen,,2 Motorraum,,2 Motorraum,,,,
12033,Steuergerät Kühlluftregulierung,,2 Motorraum,,2 Motorraum,,,,
12034,Steuergerät Quersperren,,2 Motorraum,,2 Motorraum,,,,
12035,Steuergerät Ölpumpe,,2 Motorraum,,2 Motorraum,,,,
12036,Steuergerät Telefon,,2 Motorraum,,2 Motorraum,,,,
12037,Steuergerät Notrufmodul und Kommunikationseinheit,,2 Motorraum,,2 Motorraum,,,,
12038,Steuergerät Verdeckbetätigung,,2 Motorraum,,4 Innenraum,,20008,,
12039,Steuergerät Universelle Kommunikationsschnittstelle (UCI),,2 Motorraum,,2 Motorraum,,,,
12040,Steuergerät Fahrwerksgateway,,2 Motorraum,,2 Motorraum,,,,
12041,Steuergerät DAB-Tuner,,2 Motorraum,,2 Motorraum,,,,
12042,Steuergerät Abgasnachbehandlung,,2 Motorraum,,2 Motorraum,,,,
12043,Steuergerät Kommunikationsmodul Telematikdienste,,2 Motorraum,,2 Motorraum,,,,
12044,Steuergerät Navigation,,2 Motorraum,,2 Motorraum,,,,
12045,Steuergerät TV-Tuner,,2 Motorraum,,2 Motorraum,,,,
12046,Steuergerät Stabilität,,2 Motorraum,,2 Motorraum,,,,
12047,Steuergerät Kamera,,2 Motorraum,,2 Motorraum,,,,
12048,Steuergerät Rückfahrkamera,,2 Motorraum,,2 Motorraum,,,,
12049,Steuergerät PDCC,,2 Motorraum,,2 Motorraum,,,,
12050,Leistungs- und Steuerelektronik,,2 Motorraum,,2 Motorraum,,,,
12051,Ladesteckdose,,2 Motorraum,,2 Motorraum,,,,
12052,Küchenzeile,,4 Innenraum,,4 Innenraum,,,,
12053,Bett,,4 Innenraum,,4 Innenraum,,,,
12054,Bettplatte,,4 Innenraum,,4 Innenraum,,,,
12055,Gaskocher,,5 Sonstige,,5 Sonstige,,,,
12056,Markise,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,,,
12057,Spurhaltesensor,,2 Motorraum,,2 Motorraum,,,,
12058,Steuergerät für LED,,2 Motorraum,,2 Motorraum,,20003,,
12059,Blende Seitenblinker,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20005,,
12060,Rahmenspitze,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,,,
12061,Kotflügelträger,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20002,,
12062,Verkleidung Wasserkasten,,2 Motorraum,,2 Motorraum,,,,
12063,Wasserkastenablauf,,2 Motorraum,,2 Motorraum,,,,
12064,Regensensor,,2 Motorraum,,2 Motorraum,,,,
12065,Verdeckbezug,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20005,10340,
12066,Verdeckschloss,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20005,10340,
12067,Steuergerät Dach,,2 Motorraum,,2 Motorraum,,,,
12068,Halter,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,,,
12069,Taster Heckklappe,Heckklappentaster,4 Innenraum,,4 Innenraum,,,,
12070,Heckklappenleiste,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20014,10347,"Parent Prt auch 10554,10555"
12071,Motor Heckspoiler,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20013,,
12072,TV-Receiver,,4 Innenraum,,4 Innenraum,,,,
12073,Heckscheibenöffner,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20011,,
12074,Blende Heckleuchte,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20013,10859,
12075,Beplankung,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,,,
12076,Abdeckung Schiebetürschienen,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20009,,
12077,Motor Ausstellfenster,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20012,,
12078,Motor Drallklappen,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,,,
12079,Lichtsensor,,2 Motorraum,,2 Motorraum,,,,
12080,Sitzerkennungsmatte,,4 Innenraum,,4 Innenraum,,,,
12081,Dekorleisten Armaturenbrett,,4 Innenraum,,4 Innenraum,,,,
12082,Schlüsselkarte,,5 Sonstige,,5 Sonstige,,,,
12083,Schalter Menü,,4 Innenraum,,4 Innenraum,,,,
12084,Klemmbrett Armaturenbrett,,4 Innenraum,,4 Innenraum,,,,
12085,Bedienknopf i-Drive,,4 Innenraum,,4 Innenraum,,,,
12086,Bedienteil MMI,,4 Innenraum,,4 Innenraum,,,,
12087,Schalterleiste MMI,,4 Innenraum,,4 Innenraum,,,,
12088,Luftdüse,,4 Innenraum,,4 Innenraum,,,,
12089,Crashsensor,,2 Motorraum,,2 Motorraum,,20020,,
12090,Steuergerät Video,,2 Motorraum,,2 Motorraum,,,,
12091,Entstörfilter,,2 Motorraum,,2 Motorraum,,,,
12092,Steuergerät Antenne,,2 Motorraum,,2 Motorraum,,,,
12093,Zentralverriegelung Sende-Empfangsmodul,,2 Motorraum,,2 Motorraum,,,,
12094,Klapptisch,,4 Innenraum,,4 Innenraum,,,,
12095,Abgasrohr Heizgerät,,3 Karosserie,Karosserie (Pflicht),2 Motorraum,Standheizung,,,
12096,Steuergerät Telestart,,2 Motorraum,,2 Motorraum,,,,
12097,Subwoofer,,4 Innenraum,,4 Innenraum,,,,
12098,Luftfederungsdämpfer,,1 Unterboden,,1 Unterboden,,30000,,
12099,Niveausensor,,2 Motorraum,,2 Motorraum,,,,
12100,Schalter Federung,,4 Innenraum,,4 Innenraum,,,,
12101,Steuergerät Lenkung,,2 Motorraum,,2 Motorraum,,30000,,
12102,Sekundärluftpumpe,,2 Motorraum,,2 Motorraum,,,,
12103,Raildrucksensor,,2 Motorraum,,2 Motorraum,,,,
12104,Niveaupumpe,,2 Motorraum,,2 Motorraum,,,,
12105,Faltenbalg,,2 Motorraum,,2 Motorraum,,,,
12106,Niveauregulierventil,,2 Motorraum,,2 Motorraum,,,,
12107,Zentralabsicherung,,2 Motorraum,,2 Motorraum,,,,
12108,Steuergerät Batterie,,2 Motorraum,,2 Motorraum,,,,
12109,Steuergerät Hybrid,,2 Motorraum,,2 Motorraum,,,,
12110,Steuergerät Alarm,,2 Motorraum,,2 Motorraum,,,,
12111,Niveaudämpfer,,2 Motorraum,,2 Motorraum,,,,
12112,Fahrwerk komplett,,1 Unterboden,,1 Unterboden,,30000,,
12113,Abstandssensor,,2 Motorraum,,2 Motorraum,,,,
12114,Hochvoltheizung (PTC),,2 Motorraum,,2 Motorraum,,20023,,
12115,Elektrischer Durchlauferhitzer,,2 Motorraum,,2 Motorraum,,,,
12116,Elektromotor,,2 Motorraum,,2 Motorraum,,,,
12117,Steuergerät Lade-Interface-Modul LIM,,2 Motorraum,,2 Motorraum,,,,
12118,Steuergerät Komfortladeelektronik KLE,,2 Motorraum,,2 Motorraum,,,,
12119,Steuergerät REME,,2 Motorraum,,2 Motorraum,,,,
12120,Steuergerät RDME,,2 Motorraum,,2 Motorraum,,,,
12121,Steuergerät eDME,,2 Motorraum,,2 Motorraum,,,,
